"","Participant","trialNumber","Sort","Condition","ClipStart","ClipStop","RecordingStart","ETClipStart","ETClipStop"
"502","P13",13,"P13 GemsBasic","GemsBasic",1495.5248973,1523.92031369999,-7817,9312.5248973,9340.92031369999
"503","P13",14,"P13 GemsBasic","GemsBasic",1535.56550659999,1551.91542020001,-7817,9352.56550659999,9368.91542020001
"504","P13",15,"P13 GemsBasic","GemsBasic",1560.4407258,1600.5646972,-7817,9377.4407258,9417.5646972
"505","P13",16,"P13 GemsCued","GemsCued",1836.18682110001,1865.4330429,-7263,9099.18682110001,9128.4330429
"506","P13",17,"P13 GemsCued","GemsCued",1875.00941480001,1899.28400650001,-7263,9138.00941480001,9162.28400650001
"507","P13",18,"P13 GemsCued","GemsCued",1908.3097859,1944.3630134,-7263,9171.3097859,9207.3630134
"508","P13",19,"P13 GemsCued","GemsCued",1952.2376815,1994.06340829999,-7263,9215.2376815,9257.06340829999
"509","P13",20,"P13 GemsCued","GemsCued",2001.33739289999,2032.38553669999,-7263,9264.33739289999,9295.38553669999
"510","P13",21,"P13 GemsCued","GemsCued",2040.59387809999,2080.40087089999,-7263,9303.59387809999,9343.40087089999
"511","P13",22,"P13 GemsCued","GemsCued",2087.89180340001,2122.62701180001,-7263,9350.89180340001,9385.62701180001
"512","P13",23,"P13 GemsCued","GemsCued",2131.21901880001,2152.15690470001,-7263,9394.21901880001,9415.15690470001
"513","P13",24,"P13 GemsTablet","GemsTablet",2461.95416600001,2499.00828899999,-6640,9101.95416600001,9139.00828899999
"514","P13",25,"P13 GemsTablet","GemsTablet",2507.9673627,2535.11167009998,-6640,9147.9673627,9175.11167009998
"515","P13",26,"P13 GemsTablet","GemsTablet",2541.91849159999,2574.2345579,-6640,9181.91849159999,9214.2345579
"516","P13",27,"P13 GemsTablet","GemsTablet",2585.11227290001,2622.0664024,-6640,9225.11227290001,9262.0664024
"517","P13",28,"P13 GemsTablet","GemsTablet",2628.80649059999,2689.01754269999,-6640,9268.80649059999,9329.01754269999
"518","P13",29,"P13 GemsTablet","GemsTablet",2699.61153689999,2746.39229009999,-6640,9339.61153689999,9386.39229009999
"519","P13",30,"P13 GemsTablet","GemsTablet",2759.055165,2799.74638170001,-6640,9399.055165,9439.74638170001
"520","P13",31,"P13 GemsTablet","GemsTablet",2808.00475560001,2851.4153998,-6640,9448.00475560001,9491.4153998
"521","P13",32,"P13 Tablet","Tablet",3150.58518629998,3161.94675500001,-5951,9101.58518629998,9112.94675500001
"522","P13",33,"P13 Tablet","Tablet",3176.2611532,3219.00446299999,-5951,9127.2611532,9170.00446299999
"523","P13",34,"P13 Tablet","Tablet",3226.41197729998,3261.29732439999,-5951,9177.41197729998,9212.29732439999
"524","P13",35,"P13 Tablet","Tablet",3268.8717401,3310.99774210001,-5951,9219.8717401,9261.99774210001
"525","P13",36,"P13 Tablet","Tablet",3321.70851200001,3349.35316179998,-5951,9272.70851200001,9300.35316179998
"526","P13",37,"P13 Tablet","Tablet",3356.42707020001,3393.68147879999,-5951,9307.42707020001,9344.68147879999
"527","P13",38,"P13 Tablet","Tablet",3405.04298150001,3435.69077320001,-5951,9356.04298150001,9386.69077320001
"528","P13",39,"P13 Tablet","Tablet",3442.0306188,3471.0598354,-5951,9393.0306188,9422.0598354
"529","P14",0,"P14 Baseline","Baseline",561.866502399993,592.147169300006,-8716,9277.86650239999,9308.14716930001
"530","P14",1,"P14 Baseline","Baseline",616.672028800007,640.596292800008,-8716,9332.67202880001,9356.59629280001
"531","P14",2,"P14 Baseline","Baseline",652.1246293,691.915055399993,-8716,9368.1246293,9407.91505539999
"532","P14",3,"P14 Baseline","Baseline",717.691058700002,740.163805199991,-8716,9433.6910587,9456.16380519999
"533","P14",4,"P14 Baseline","Baseline",746.987413299998,782.706922499987,-8716,9462.9874133,9498.70692249999
"534","P14",5,"P14 Baseline","Baseline",804.645788199996,829.721237699996,-8716,9520.6457882,9545.7212377
"535","P14",6,"P14 Baseline","Baseline",856.982145799993,917.676996399998,-8716,9572.98214579999,9633.6769964
"536","P14",7,"P14 Baseline","Baseline",926.053545100003,937.413597800012,-8716,9642.0535451,9653.41359780001
"537","P14",8,"P14 GemsCued","GemsCued",1290.48828779999,1332.7140984,-8041,9331.48828779999,9373.7140984
"538","P14",9,"P14 GemsCued","GemsCued",1354.75318239999,1398.18047719999,-8041,9395.75318239999,9439.18047719999
"539","P14",10,"P14 GemsCued","GemsCued",1407.03957980001,1444.27717280001,-8041,9448.03957980001,9485.27717280001
"540","P14",11,"P14 GemsCued","GemsCued",1457.9744452,1477.97792909999,-8041,9498.9744452,9518.97792909999
"541","P14",12,"P14 GemsCued","GemsCued",1488.92244970001,1519.57024619999,-8041,9529.92244970001,9560.57024619999
"542","P14",13,"P14 GemsCued","GemsCued",1534.6688179,1562.29679329999,-8041,9575.6688179,9603.29679329999
"543","P14",14,"P14 GemsCued","GemsCued",1576.0773686,1599.8015649,-8041,9617.0773686,9640.8015649
"544","P14",15,"P14 GemsCued","GemsCued",1617.13567839999,1663.8996457,-8041,9658.13567839999,9704.8996457
"545","P14",16,"P14 Tablet","Tablet",1907.86352879999,1943.90007919999,-7368,9275.86352879999,9311.90007919999
"546","P14",17,"P14 Tablet","Tablet",1966.90674460001,2009.66668910001,-7368,9334.90674460001,9377.66668910001
"547","P14",18,"P14 Tablet","Tablet",2023.3971799,2076.5844969,-7368,9391.3971799,9444.5844969
"548","P14",19,"P14 Tablet","Tablet",2096.1709956,2120.42891720001,-7368,9464.1709956,9488.42891720001
"549","P14",20,"P14 Tablet","Tablet",2132.44102200001,2174.1666348,-7368,9500.44102200001,9542.1666348
"550","P14",21,"P14 Tablet","Tablet",2188.63131110001,2248.84228330001,-7368,9556.63131110001,9616.84228330001
"551","P14",22,"P14 Tablet","Tablet",2255.64918589999,2311.72265710001,-7368,9623.64918589999,9679.72265710001
"552","P14",23,"P14 Tablet","Tablet",2324.86932259999,2341.20271499999,-7368,9692.86932259999,9709.20271499999
"553","P14",24,"P14 GemsBasic","GemsBasic",2546.16029100001,2575.17300710001,-6744,9290.16029100001,9319.17300710001
"554","P14",25,"P14 GemsBasic","GemsBasic",2582.29687779999,2611.5431901,-6744,9326.29687779999,9355.5431901
"555","P14",26,"P14 GemsBasic","GemsBasic",2622.17088690001,2659.2248154,-6744,9366.17088690001,9403.2248154
"556","P14",27,"P14 GemsBasic","GemsBasic",2665.56444700001,2700.28299770001,-6744,9409.56444700001,9444.28299770001
"557","P14",28,"P14 GemsBasic","GemsBasic",2706.67287380001,2741.52486020001,-6744,9450.67287380001,9485.52486020001
"558","P14",29,"P14 GemsBasic","GemsBasic",2752.4525712,2784.78528489999,-6744,9496.4525712,9528.78528489999
"559","P14",30,"P14 GemsBasic","GemsBasic",2799.4167533,2839.5242213,-6744,9543.4167533,9583.5242213
"560","P14",31,"P14 GemsBasic","GemsBasic",2854.84093490001,2887.28921290001,-6744,9598.84093490001,9631.28921290001
"561","P14",32,"P14 GemsTablet","GemsTablet",3103.44265829999,3140.3955971,-6163,9266.44265829999,9303.3955971
"562","P14",33,"P14 GemsTablet","GemsTablet",3152.77483440001,3173.67941390001,-6163,9315.77483440001,9336.67941390001
"563","P14",34,"P14 GemsTablet","GemsTablet",3187.00955990001,3218.05771230001,-6163,9350.00955990001,9381.05771230001
"564","P14",35,"P14 GemsTablet","GemsTablet",3226.78327429999,3268.608978,-6163,9389.78327429999,9431.608978
"565","P14",36,"P14 GemsTablet","GemsTablet",3278.4354439,3305.5797307,-6163,9441.4354439,9468.5797307
"566","P14",37,"P14 GemsTablet","GemsTablet",3318.4427779,3346.82161429999,-6163,9481.4427779,9509.82161429999
"567","P14",38,"P14 GemsTablet","GemsTablet",3357.98297839999,3398.65735930001,-6163,9520.98297839999,9561.65735930001
"568","P14",39,"P14 GemsTablet","GemsTablet",3407.61638230001,3449.74243049999,-6163,9570.61638230001,9612.74243049999
"569","P15",0,"P15 Baseline","Baseline",350.111666899989,366.46156689999,-8782,9132.11166689999,9148.46156689999
"570","P15",1,"P15 Baseline","Baseline",381.043128499994,405.000688899978,-8782,9163.04312849999,9187.00068889998
"571","P15",2,"P15 Baseline","Baseline",418.131053199992,452.865850000002,-8782,9200.13105319999,9234.86585
"572","P15",3,"P15 Baseline","Baseline",478.141463999986,521.552152899996,-8782,9260.14146399999,9303.5521529
"573","P15",4,"P15 Baseline","Baseline",543.908113599988,581.145782399981,-8782,9325.90811359999,9363.14578239998
"574","P15",5,"P15 Baseline","Baseline",596.294457499986,636.969078499998,-8782,9378.29445749999,9418.9690785
"575","P15",6,"P15 Baseline","Baseline",650.049025199987,677.69358219998,-8782,9432.04902519999,9459.69358219998
"576","P15",7,"P15 Baseline","Baseline",695.177993399993,751.268224200001,-8782,9477.17799339999,9533.2682242
"577","P15",8,"P15 Tablet","Tablet",996.216349599999,1028.665954,-8123,9119.2163496,9151.665954
"578","P15",9,"P15 Tablet","Tablet",1039.41016099998,1079.21713149999,-8123,9162.41016099998,9202.21713149999
"579","P15",10,"P15 Tablet","Tablet",1104.25912459998,1132.65466659999,-8123,9227.25912459998,9255.65466659999
"580","P15",11,"P15 Tablet","Tablet",1146.53528529999,1188.27759009998,-8123,9269.53528529999,9311.27759009998
"581","P15",12,"P15 Tablet","Tablet",1224.6477879,1260.3840052,-8123,9347.6477879,9383.3840052
"582","P15",13,"P15 Tablet","Tablet",1283.22382859999,1304.12830149999,-8123,9406.22382859999,9427.12830149999
"583","P15",14,"P15 Tablet","Tablet",1329.4706383,1376.25167969998,-8123,9452.4706383,9499.25167969998
"584","P15",15,"P15 Tablet","Tablet",1388.31363449999,1425.40126889999,-8123,9511.31363449999,9548.40126889999
"585","P15",16,"P15 GemsTablet","GemsTablet",1709.90622049998,1745.9593821,-7410,9119.90622049998,9155.9593821
"586","P15",17,"P15 GemsTablet","GemsTablet",1789.80382599999,1824.65575099998,-7410,9199.80382599999,9234.65575099998
"587","P15",18,"P15 GemsTablet","GemsTablet",1833.41459469998,1893.62574059999,-7410,9243.41459469998,9303.62574059999
"588","P15",19,"P15 GemsTablet","GemsTablet",1911.07668159998,1931.08017559999,-7410,9321.07668159998,9341.08017559999
"589","P15",20,"P15 GemsTablet","GemsTablet",1942.92568379999,1972.17195739999,-7410,9352.92568379999,9382.17195739999
"590","P15",21,"P15 GemsTablet","GemsTablet",1985.90248639998,2028.16193279999,-7410,9395.90248639998,9438.16193279999
"591","P15",22,"P15 GemsTablet","GemsTablet",2040.1906954,2062.64682259999,-7410,9450.1906954,9472.64682259999
"592","P15",23,"P15 GemsTablet","GemsTablet",2072.57364339998,2114.69959419998,-7410,9482.57364339998,9524.69959419998
"593","P15",24,"P15 GemsCued","GemsCued",2338.81004029998,2381.570052,-6770,9108.81004029998,9151.570052
"594","P15",25,"P15 GemsCued","GemsCued",2390.512376,2443.69953769998,-6770,9160.512376,9213.69953769998
"595","P15",26,"P15 GemsCued","GemsCued",2451.6743864,2475.93218099998,-6770,9221.6743864,9245.93218099998
"596","P15",27,"P15 GemsCued","GemsCued",2499.32266149999,2531.67209539999,-6770,9269.32266149999,9301.67209539999
"597","P15",28,"P15 GemsCued","GemsCued",2565.45629829998,2590.54832549999,-6770,9335.45629829998,9360.54832549999
"598","P15",29,"P15 GemsCued","GemsCued",2602.6773557,2632.97472599999,-6770,9372.6773557,9402.97472599999
"599","P15",30,"P15 GemsCued","GemsCued",2646.33840019998,2673.48237119999,-6770,9416.33840019998,9443.48237119999
"600","P15",31,"P15 GemsCued","GemsCued",2688.6144815,2712.3397019,-6770,9458.6144815,9482.3397019
"601","P15",32,"P15 GemsBasic","GemsBasic",2942.7552631,2979.70939569999,-6180,9122.7552631,9159.70939569999
"602","P15",33,"P15 GemsBasic","GemsBasic",3006.83681579999,3067.5318389,-6180,9186.83681579999,9247.5318389
"603","P15",34,"P15 GemsBasic","GemsBasic",3082.2966038,3112.94434039999,-6180,9262.2966038,9292.94434039999
"604","P15",35,"P15 GemsBasic","GemsBasic",3121.30346299999,3161.41016869998,-6180,9301.30346299999,9341.41016869998
"605","P15",36,"P15 GemsBasic","GemsBasic",3183.11533839998,3224.94100369999,-6180,9363.11533839998,9404.94100369999
"606","P15",37,"P15 GemsBasic","GemsBasic",3236.1869878,3267.2172206,-6180,9416.1869878,9447.2172206
"607","P15",38,"P15 GemsBasic","GemsBasic",3276.09294049998,3305.12234459998,-6180,9456.09294049998,9485.12234459998
"608","P15",39,"P15 GemsBasic","GemsBasic",3313.01370769998,3324.3751599,-6180,9493.01370769998,9504.3751599
"609","P16",0,"P16 Baseline","Baseline",1086.7030281,1107.6092533,-36819,37905.7030281,37926.6092533
"610","P16",1,"P16 Baseline","Baseline",1126.576819,1154.2055246,-36819,37945.576819,37973.2055246
"611","P16",2,"P16 Baseline","Baseline",1166.3503446,1213.1144289,-36819,37985.3503446,38032.1144289
"612","P16",3,"P16 Baseline","Baseline",1227.1620026,1267.2692413,-36819,38046.1620026,38086.2692413
"613","P16",4,"P16 Baseline","Baseline",1277.9467153,1301.654057,-36819,38096.9467153,38120.654057
"614","P16",5,"P16 Baseline","Baseline",1309.9791146,1350.6536933,-36819,38128.9791146,38169.6536933
"615","P16",6,"P16 Baseline","Baseline",1358.5450784,1395.7827046,-36819,38177.5450784,38214.7827046
"616","P16",7,"P16 Baseline","Baseline",1405.9765395,1435.239439,-36819,38224.9765395,38254.239439
"617","P16",8,"P16 GemsTablet","GemsTablet",1668.3589084,1721.5461443,-36246,37914.3589084,37967.5461443
"618","P16",9,"P16 GemsTablet","GemsTablet",1770.6958323,1803.1453952,-36246,38016.6958323,38049.1453952
"619","P16",10,"P16 GemsTablet","GemsTablet",1813.3557303,1845.6735932,-36246,38059.3557303,38091.6735932
"620","P16",11,"P16 GemsTablet","GemsTablet",1855.3482501,1885.6122822,-36246,38101.3482501,38131.6122822
"621","P16",12,"P16 GemsTablet","GemsTablet",1894.4711826,1922.8666779,-36246,38140.4711826,38168.8666779
"622","P16",13,"P16 GemsTablet","GemsTablet",1932.9435879,1957.2012581,-36246,38178.9435879,38203.2012581
"623","P16",14,"P16 GemsTablet","GemsTablet",1968.8298785,1988.8334925,-36246,38214.8298785,38234.8334925
"624","P16",15,"P16 GemsTablet","GemsTablet",1998.4932955,2009.8547225,-36246,38244.4932955,38255.8547225
"625","P16",16,"P16 GemsBasic","GemsBasic",2230.8787288,2255.9539481,-35681,37911.8787288,37936.9539481
"626","P16",17,"P16 GemsBasic","GemsBasic",2266.8817602,2301.7338672,-35681,37947.8817602,37982.7338672
"627","P16",18,"P16 GemsBasic","GemsBasic",2310.5760431,2337.7368073,-35681,37991.5760431,38018.7368073
"628","P16",19,"P16 GemsBasic","GemsBasic",2346.7293164,2382.7658714,-35681,38027.7293164,38063.7658714
"629","P16",20,"P16 GemsBasic","GemsBasic",2389.8243667,2432.5996681,-35681,38070.8243667,38113.5996681
"630","P16",21,"P16 GemsBasic","GemsBasic",2441.5586938,2465.4828556,-35681,38122.5586938,38146.4828556
"631","P16",22,"P16 GemsBasic","GemsBasic",2473.1253224,2510.1782276,-35681,38154.1253224,38191.1782276
"632","P16",23,"P16 GemsBasic","GemsBasic",2517.8360164,2546.8653912,-35681,38198.8360164,38227.8653912
"633","P16",24,"P16 Tablet","Tablet",2797.9698428,2854.043236,-35120,37917.9698428,37974.043236
"634","P16",25,"P16 Tablet","Tablet",2862.8688163,2893.5164261,-35120,37982.8688163,38013.5164261
"635","P16",26,"P16 Tablet","Tablet",2902.6591152,2939.6299111,-35120,38022.6591152,38059.6299111
"636","P16",27,"P16 Tablet","Tablet",2948.3386591,2988.1458075,-35120,38068.3386591,38108.1458075
"637","P16",28,"P16 Tablet","Tablet",2997.4718228,3039.714742,-35120,38117.4718228,38159.714742
"638","P16",29,"P16 Tablet","Tablet",3046.9051786,3088.6309164,-35120,38166.9051786,38208.6309164
"639","P16",30,"P16 Tablet","Tablet",3096.555495,3138.3979848,-35120,38216.555495,38258.3979848
"640","P16",31,"P16 Tablet","Tablet",3145.8888338,3180.6240187,-35120,38265.8888338,38300.6240187
"641","P16",32,"P16 GemsCued","GemsCued",3382.1949581,3413.2434492,-34529,37911.1949581,37942.2434492
"642","P16",33,"P16 GemsCued","GemsCued",3423.9540052,3440.2871625,-34529,37952.9540052,37969.2871625
"643","P16",34,"P16 GemsCued","GemsCued",3448.74577,3484.4651798,-34529,37977.74577,38013.4651798
"644","P16",35,"P16 GemsCued","GemsCued",3493.2741032,3553.9689962,-34529,38022.2741032,38082.9689962
"645","P16",36,"P16 GemsCued","GemsCued",3561.4770666,3603.6026066,-34529,38090.4770666,38132.6026066
"646","P16",37,"P16 GemsCued","GemsCued",3610.8101117,3633.2826719,-34529,38139.8101117,38162.2826719
"647","P16",38,"P16 GemsCued","GemsCued",3641.3407988,3701.5519546,-34529,38170.3407988,38230.5519546
"648","P16",39,"P16 GemsCued","GemsCued",3708.8934509,3752.2866003,-34529,38237.8934509,38281.2866003
"649","P17",0,"P17 Baseline","Baseline",891.389669,920.419178700002,-38750,39641.389669,39670.4191787
"650","P17",1,"P17 Baseline","Baseline",939.288212800002,975.324674,-38750,39689.2882128,39725.324674
"651","P17",2,"P17 Baseline","Baseline",987.420362500001,1047.61467,-38750,39737.4203625,39797.61467
"652","P17",3,"P17 Baseline","Baseline",1058.9093484,1095.8639201,-38750,39808.9093484,39845.8639201
"653","P17",4,"P17 Baseline","Baseline",1105.0395787,1137.4890548,-38750,39855.0395787,39887.4890548
"654","P17",5,"P17 Baseline","Baseline",1147.7161565,1184.7870272,-38750,39897.7161565,39934.7870272
"655","P17",6,"P17 Baseline","Baseline",1198.8679013,1223.9432591,-38750,39948.8679013,39973.9432591
"656","P17",7,"P17 Baseline","Baseline",1235.688569,1266.3362865,-38750,39985.688569,40016.3362865
"657","P17",8,"P17 GemsBasic","GemsBasic",1501.8916458,1543.7173044,-38135,39636.8916458,39678.7173044
"658","P17",9,"P17 GemsBasic","GemsBasic",1557.3818461,1600.77511,-38135,39692.3818461,39735.77511
"659","P17",10,"P17 GemsBasic","GemsBasic",1612.9208649,1637.178598,-38135,39747.9208649,39772.178598
"660","P17",11,"P17 GemsBasic","GemsBasic",1647.1387408,1667.14236,-38135,39782.1387408,39802.14236
"661","P17",12,"P17 GemsBasic","GemsBasic",1676.5351908,1704.1798573,-38135,39811.5351908,39839.1798573
"662","P17",13,"P17 GemsBasic","GemsBasic",1713.0220823,1724.3836899,-38135,39848.0220823,39859.3836899
"663","P17",14,"P17 GemsBasic","GemsBasic",1732.4584885,1767.1936304,-38135,39867.4584885,39902.1936304
"664","P17",15,"P17 GemsBasic","GemsBasic",1776.8701751,1807.1508753,-38135,39911.8701751,39942.1508753
"665","P17",16,"P17 Tablet","Tablet",2092.3231118,2135.0664964,-37543,39635.3231118,39678.0664964
"666","P17",17,"P17 Tablet","Tablet",2148.8136139,2189.4882748,-37543,39691.8136139,39732.4882748
"667","P17",18,"P17 Tablet","Tablet",2197.0291743,2234.2669727,-37543,39740.0291743,39777.2669727
"668","P17",19,"P17 Tablet","Tablet",2244.3938862,2279.245808,-37543,39787.3938862,39822.245808
"669","P17",20,"P17 Tablet","Tablet",2285.5188744,2306.4233954,-37543,39828.5188744,39849.4233954
"670","P17",21,"P17 Tablet","Tablet",2313.3970538,2335.8699055,-37543,39856.3970538,39878.8699055
"671","P17",22,"P17 Tablet","Tablet",2344.3117352,2368.2360268,-37543,39887.3117352,39911.2360268
"672","P17",23,"P17 Tablet","Tablet",2378.529718,2409.5778203,-37543,39921.529718,39952.5778203
"673","P17",24,"P17 GemsCued","GemsCued",2600.1209116,2653.308164,-37035,39635.1209116,39688.308164
"674","P17",25,"P17 GemsCued","GemsCued",2663.5353663,2724.2301541,-37035,39698.5353663,39759.2301541
"675","P17",26,"P17 GemsCued","GemsCued",2732.0879377,2788.1614046,-37035,39767.0879377,39823.1614046
"676","P17",27,"P17 GemsCued","GemsCued",2797.6543757,2824.7984845,-37035,39832.6543757,39859.7984845
"677","P17",28,"P17 GemsCued","GemsCued",2835.4927519,2877.6192444,-37035,39870.4927519,39912.6192444
"678","P17",29,"P17 GemsCued","GemsCued",2898.5232426,2938.6304972,-37035,39933.5232426,39973.6304972
"679","P17",30,"P17 GemsCued","GemsCued",2946.5385371,2975.784812,-37035,39981.5385371,40010.784812
"680","P17",31,"P17 GemsCued","GemsCued",2984.5103284,3024.3176962,-37035,40019.5103284,40059.3176962
"681","P17",32,"P17 GemsTablet","GemsTablet",3244.7740033,3291.5380551,-36390,39634.7740033,39681.5380551
"682","P17",33,"P17 GemsTablet","GemsTablet",3301.064348,3343.3238281,-36390,39691.064348,39733.3238281
"683","P17",34,"P17 GemsTablet","GemsTablet",3360.3745054,3396.0772328,-36390,39750.3745054,39786.0772328
"684","P17",35,"P17 GemsTablet","GemsTablet",3409.4909691,3433.1981204,-36390,39799.4909691,39823.1981204
"685","P17",36,"P17 GemsTablet","GemsTablet",3441.0895792,3473.4056083,-36390,39831.0895792,39863.4056083
"686","P17",37,"P17 GemsTablet","GemsTablet",3484.3166145,3526.0423539,-36390,39874.3166145,39916.0423539
"687","P17",38,"P17 GemsTablet","GemsTablet",3533.6165424,3562.011949,-36390,39923.6165424,39952.011949
"688","P17",39,"P17 GemsTablet","GemsTablet",3570.854329,3587.1875287,-36390,39960.854329,39977.1875287
"689","P18",0,"P18 Baseline","Baseline",362.273788700004,404.015291000003,-39278,39640.2737887,39682.015291
"690","P18",1,"P18 Baseline","Baseline",426.754926699999,468.897654300003,-39278,39704.7549267,39746.8976543
"691","P18",2,"P18 Baseline","Baseline",519.665797900001,561.5081727,-39278,39797.6657979,39839.5081727
"692","P18",3,"P18 Baseline","Baseline",577.492287600006,614.578621300003,-39278,39855.4922876,39892.5786213
"693","P18",4,"P18 Baseline","Baseline",625.658094800005,653.317794800001,-39278,39903.6580948,39931.3177948
"694","P18",5,"P18 Baseline","Baseline",682.2138691,717.933226600006,-39278,39960.2138691,39995.9332266
"695","P18",6,"P18 Baseline","Baseline",740.956668000006,778.211178100006,-39278,40018.956668,40056.2111781
"696","P18",7,"P18 Baseline","Baseline",806.956820800006,837.254067400005,-39278,40084.9568208,40115.2540674
"697","P18",8,"P18 GemsCued","GemsCued",1166.3540834,1227.0489874,-38479,39645.3540834,39706.0489874
"698","P18",9,"P18 GemsCued","GemsCued",1269.5422638,1296.7028475,-38479,39748.5422638,39775.7028475
"699","P18",10,"P18 GemsCued","GemsCued",1317.2569468,1348.3051569,-38479,39796.2569468,39827.3051569
"700","P18",11,"P18 GemsCued","GemsCued",1365.0386623,1411.8193447,-38479,39844.0386623,39890.8193447
"701","P18",12,"P18 GemsCued","GemsCued",1437.52886470001,1478.2200325,-38479,39916.5288647,39957.2200325
"702","P18",13,"P18 GemsCued","GemsCued",1486.9466575,1529.7053587,-38479,39965.9466575,40008.7053587
"703","P18",14,"P18 GemsCued","GemsCued",1613.6572124,1629.9904553,-38479,40092.6572124,40108.9904553
"704","P18",15,"P18 GemsCued","GemsCued",1656.8510203,1712.924397,-38479,40135.8510203,40191.924397
"705","P18",16,"P18 GemsTablet","GemsTablet",1949.46412590001,1986.43486540001,-37697,39646.4641259,39683.4348654
"706","P18",17,"P18 GemsTablet","GemsTablet",2004.7868095,2039.5386033,-37697,39701.7868095,39736.5386033
"707","P18",18,"P18 GemsTablet","GemsTablet",2051.78440880001,2087.83759420001,-37697,39748.7844088,39784.8375942
"708","P18",19,"P18 GemsTablet","GemsTablet",2109.12736950001,2148.9328404,-37697,39806.1273695,39845.9328404
"709","P18",20,"P18 GemsTablet","GemsTablet",2171.28883480001,2195.5643416,-37697,39868.2888348,39892.5643416
"710","P18",21,"P18 GemsTablet","GemsTablet",2220.4051904,2241.30971820001,-37697,39917.4051904,39938.3097182
"711","P18",22,"P18 GemsTablet","GemsTablet",2264.7001296,2287.189543,-37697,39961.7001296,39984.189543
"712","P18",23,"P18 GemsTablet","GemsTablet",2313.2492711,2366.4532799,-37697,40010.2492711,40063.4532799
"713","P18",24,"P18 Tablet","Tablet",2589.8127356,2620.4605106,-37050,39639.8127356,39670.4605106
"714","P18",25,"P18 Tablet","Tablet",2639.3128709,2671.6458367,-37050,39689.3128709,39721.6458367
"715","P18",26,"P18 Tablet","Tablet",2703.39441540001,2743.5184363,-37050,39753.3944154,39793.5184363
"716","P18",27,"P18 Tablet","Tablet",2755.3136899,2779.2546546,-37050,39805.3136899,39829.2546546
"717","P18",28,"P18 Tablet","Tablet",2802.3613553,2862.5890742,-37050,39852.3613553,39912.5890742
"718","P18",29,"P18 Tablet","Tablet",2889.2160875,2917.6114926,-37050,39939.2160875,39967.6114926
"719","P18",30,"P18 Tablet","Tablet",2958.2860903,3000.5289157,-37050,40008.2860903,40050.5289157
"720","P18",31,"P18 Tablet","Tablet",3013.9591125,3025.32068780001,-37050,40063.9591125,40075.3206878
"721","P18",32,"P18 GemsBasic","GemsBasic",3292.291108,3312.313574,-36384,39676.291108,39696.313574
"722","P18",33,"P18 GemsBasic","GemsBasic",3322.4551255,3365.8657484,-36384,39706.4551255,39749.8657484
"723","P18",34,"P18 GemsBasic","GemsBasic",3385.0018542,3414.0312439,-36384,39769.0018542,39798.0312439
"724","P18",35,"P18 GemsBasic","GemsBasic",3436.1537263,3471.0222939,-36384,39820.1537263,39855.0222939
"725","P18",36,"P18 GemsBasic","GemsBasic",3484.4692358,3508.1932991,-36384,39868.4692358,39892.1932991
"726","P18",37,"P18 GemsBasic","GemsBasic",3528.3972227,3560.8467952,-36384,39912.3972227,39944.8467952
"727","P18",38,"P18 GemsBasic","GemsBasic",3576.46361660001,3601.55446180001,-36384,39960.4636166,39985.5544618
"728","P18",39,"P18 GemsBasic","GemsBasic",3620.6405666,3649.8869109,-36384,40004.6405666,40033.8869109
"729","P19",0,"P19 Baseline","Baseline",661.1602139,714.3305861,10951,-10289.8397861,-10236.6694139
"730","P19",1,"P19 Baseline","Baseline",724.4910437,754.7550842,10951,-10226.5089563,-10196.2449158
"731","P19",2,"P19 Baseline","Baseline",769.6869332,811.8129413,10951,-10181.3130668,-10139.1870587
"732","P19",3,"P19 Baseline","Baseline",826.6112278,866.4185003,10951,-10124.3887722,-10084.5814997
"733","P19",4,"P19 Baseline","Baseline",874.2595107,909.1115369,10951,-10076.7404893,-10041.8884631
"734","P19",5,"P19 Baseline","Baseline",918.1539776,955.3917248,10951,-10032.8460224,-9995.6082752
"735","P19",6,"P19 Baseline","Baseline",964.3007895,991.9287907,10951,-9986.6992105,-9959.0712093
"736","P19",7,"P19 Baseline","Baseline",1001.1047446,1047.8687618,10951,-9949.8952554,-9903.1312382
"737","P19",8,"P19 Tablet","Tablet",1445.2547943,1477.7043381,11729,-10283.7452057,-10251.2956619
"738","P19",9,"P19 Tablet","Tablet",1486.2964456,1526.4037021,11729,-10242.7035544,-10202.5962979
"739","P19",10,"P19 Tablet","Tablet",1540.1177074,1577.1717766,11729,-10188.8822926,-10151.8282234
"740","P19",11,"P19 Tablet","Tablet",1589.7179185,1630.4090361,11729,-10139.2820815,-10098.5909639
"741","P19",12,"P19 Tablet","Tablet",1638.8509435,1663.9263476,11729,-10090.1490565,-10065.0736524
"742","P19",13,"P19 Tablet","Tablet",1689.5523078,1721.8684833,11729,-10039.4476922,-10007.1315167
"743","P19",14,"P19 Tablet","Tablet",1733.1798585,1744.5414314,11729,-9995.8201415,-9984.4585686
"744","P19",15,"P19 Tablet","Tablet",1760.4241298,1797.3782984,11729,-9968.5758702,-9931.6217016
"745","P19",16,"P19 GemsBasic","GemsBasic",1997.0139019,2020.7212819,12283,-10285.9860981,-10262.2787181
"746","P19",17,"P19 GemsBasic","GemsBasic",2033.934546,2069.6542037,12283,-10249.065454,-10213.3457963
